id,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,AST,REB,ALL_STAR_APPEARANCES,PIE,PTS
3477,Perry,Jones III,Perry Jones III,"Jones III, Perry",P. Jones III,perry-jones-iii,1991-09-24T00:00:00,Baylor,USA,Baylor/USA,83.00,235.00,3,3,Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,perry_jones iii,2012,2014,Y,Y,Y,2012,1,28,0.40,1.80,0.00,,4.44
3231,John,Mahnken,John Mahnken,"Mahnken, John",J. Mahnken,john-mahnken,1922-06-16T00:00:00,Georgetown,USA,Georgetown/USA,80.00,220.00,6,16,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_longjohn;stretch_mahnken,1946,1952,N,Y,Y,Undrafted,Undrafted,Undrafted,1.30,2.90,0.00,,6.84
592,Dyron,Nix,Dyron Nix,"Nix, Dyron",D. Nix,dyron-nix,1967-02-11T00:00:00,Tennessee,USA,Tennessee/USA,79.00,210.00,0,23,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,HISTADD_dyron_nix,1989,1989,N,Y,Y,1989,2,29,0.30,1.30,0.00,,3.04
1756,Luke,Babbitt,Luke Babbitt,"Babbitt, Luke",L. Babbitt,luke-babbitt,1989-06-20T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,81.00,225.00,8,22,Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,luke_babbitt,2010,2017,Y,Y,Y,2010,1,16,0.60,2.20,0.00,,5.84
3103,Jalen,Lecque,Jalen Lecque,"Lecque, Jalen",J. Lecque,jalen-lecque,2000-06-13T00:00:00,Brewster Academy (NH),USA,Brewster Academy (NH)/USA,76.00,185.00,1,0,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,jalen_lecque,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.50,1.30,,0.12,2.34
1633,Austin,Rivers,Austin Rivers,"Rivers, Austin",A. Rivers,austin-rivers,1992-08-01T00:00:00,Duke,USA,Duke/USA,76.00,200.00,8,8,Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,austin_rivers,2012,2020,N,Y,Y,2012,1,10,2.00,2.20,,0.07,8.34
3901,Alvin,Attles,Alvin Attles,"Attles, Alvin",A. Attles,alvin-attles,1936-11-07T00:00:00,North Carolina A&T,USA,North Carolina A&T/USA,73.00,175.00,10,16,Guard,Inactive,N,1610612744,Warriors,SFW,warriors,San Francisco,HISTADD_alvin_attles,1960,1970,N,Y,Y,1960,5,39,3.50,3.50,0.00,,9.94
2829,Milos,Babic,Milos Babic,"Babic, Milos",M. Babic,milos-babic,1968-11-23T00:00:00,Tennessee Tech,USA,Tennessee Tech/USA,84.00,240.00,1,00,Center,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_milos_babic,1990,1991,N,Y,Y,1990,2,50,0.50,1.00,0.00,,2.84
2556,Fred,Saunders,Fred Saunders,"Saunders, Fred",F. Saunders,fred-saunders,1951-06-13T00:00:00,Syracuse,USA,Syracuse/USA,79.00,210.00,3,12,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_fred_saunders,1974,1977,N,Y,Y,1974,2,31,1.10,3.00,0.00,,6.34
2836,Wayne,Turner,Wayne Turner,"Turner, Wayne",W. Turner,wayne-turner,1976-03-22T00:00:00,Kentucky,USA,Kentucky/USA,74.00,190.00,0,,Guard,Inactive,N,0,,,,,wayne_turner,1999,1999,N,Y,Y,Undrafted,Undrafted,Undrafted,1.70,1.00,0.00,,2.34
1743,Larry,Siegfried,Larry Siegfried,"Siegfried, Larry",L. Siegfried,larry-siegfried,1939-05-22T00:00:00,Ohio State,USA,Ohio State/USA,75.00,190.00,8,20,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_larry_siegfried,1963,1971,N,Y,Y,1961,1,3,3.50,2.80,0.00,,11.84
3896,Harold,Keeling,Harold Keeling,"Keeling, Harold",H. Keeling,harold-keeling,1963-09-18T00:00:00,Santa Clara,USA,Santa Clara/USA,76.00,185.00,0,43,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_harold_keeling,1985,1985,N,Y,Y,1985,3,63,0.50,0.30,0.00,,3.24
1726,Dragan,Bender,Dragan Bender,"Bender, Dragan",D. Bender,dragan-bender,1997-11-17T00:00:00, ,Croatia,Maccabi Tel Aviv/Croatia,84.00,249.00,3,,Forward,Inactive,N,0,,,,,dragan_bender,2016,2019,Y,Y,Y,2016,1,4,1.30,3.90,0.00,,6.44
680,Alec,Peters,Alec Peters,"Peters, Alec",A. Peters,alec-peters,1995-04-13T00:00:00,Valparaiso,USA,Valparaiso/USA,81.00,235.00,0,25,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,alec_peters,2017,2017,Y,Y,Y,2017,2,54,0.60,1.90,0.00,,5.14
1006,Frank,Oleynick,Frank Oleynick,"Oleynick, Frank",F. Oleynick,frank-oleynick,1955-02-20T00:00:00,Seattle,USA,Seattle/USA,74.00,185.00,1,44,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_magic_oleynick,1975,1976,N,Y,Y,1975,1,12,1.10,0.90,0.00,,6.04
1644,Derrick,Walton Jr.,Derrick Walton Jr.,"Walton Jr., Derrick",D. Walton Jr.,derrick-walton-jr,1995-04-03T00:00:00,Michigan,USA,Michigan/USA,72.00,185.00,2,,Guard,Inactive,N,0,,,,,derrick_walton jr.,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1.00,0.80,0.00,,3.04
2646,Leon,Blevins,Leon Blevins,"Blevins, Leon",L. Blevins,leon-blevins,1926-06-25T00:00:00,Arizona,USA,Arizona/USA,74.00,160.00,0,,Guard,Inactive,N,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_leon_blevins,1950,1950,N,Y,Y,1950,7,None,0.30,0.70,0.00,,1.74
3229,Clyde,Drexler,Clyde Drexler,"Drexler, Clyde",C. Drexler,clyde-drexler,1962-06-22T00:00:00,Houston,USA,Houston/USA,79.00,222.00,14,22,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,clyde_drexler,1983,1997,N,Y,Y,1983,1,14,5.60,6.10,9.00,,21.44
3283,Lorenzo,Romar,Lorenzo Romar,"Romar, Lorenzo",L. Romar,lorenzo-romar,1958-11-13T00:00:00,Washington,USA,Washington/USA,73.00,175.00,4,14,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_lorenzo_romar,1980,1984,N,Y,Y,1980,7,141,3.50,1.30,0.00,,6.94
1798,David,Wear,David Wear,"Wear, David",D. Wear,david-wear,1990-09-21T00:00:00,UCLA,USA,UCLA/USA,82.00,230.00,0,,Forward,Inactive,N,0,,,,,david_wear,2014,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.50,1.00,0.00,,1.04
2203,Johnny,Kerr,Johnny Kerr,"Kerr, Johnny",J. Kerr,johnny-kerr,1932-08-17T00:00:00,Illinois,USA,Illinois/USA,81.00,230.00,11,43,Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_johnny_kerr,1954,1965,N,Y,Y,1954,1,6,2.20,11.20,3.00,,14.84
2373,Jabari,Brown,Jabari Brown,"Brown, Jabari",J. Brown,jabari-brown,1992-12-18T00:00:00,Missouri,USA,Missouri/USA,77.00,214.00,1,15,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,jabari_brown,2014,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted,2.10,1.90,0.00,,12.94
3289,Mickey,Johnson,Mickey Johnson,"Johnson, Mickey",M. Johnson,mickey-johnson,1952-08-31T00:00:00,Aurora,USA,Aurora/USA,82.00,190.00,11,43,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_mickey_johnson,1974,1985,N,Y,Y,1974,4,56,3.00,7.20,0.00,,15.14
1551,Virgil,Vaughn,Virgil Vaughn,"Vaughn, Virgil",V. Vaughn,virgil-vaughn,1918-05-15T00:00:00,Western Kentucky,USA,Western Kentucky/USA,76.00,205.00,0,17,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_virgil_vaughn,1946,1946,N,Y,Y,Undrafted,Undrafted,Undrafted,0.60,,0.00,,3.64
3847,Travis,Mays,Travis Mays,"Mays, Travis",T. Mays,travis-mays,1968-06-19T00:00:00,Texas,USA,Texas/USA,74.00,190.00,2,1,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,HISTADD_travis_mays,1990,1992,N,Y,Y,1990,1,14,2.80,2.00,0.00,,12.14
2105,John,Hummer,John Hummer,"Hummer, John",J. Hummer,john-hummer,1948-05-04T00:00:00,Princeton,USA,Princeton/USA,81.00,230.00,5,42,Forward,Inactive,N,1610612746,Braves,BUF,clippers,Buffalo,HISTADD_john_hummer,1970,1975,N,Y,Y,1970,1,15,1.70,5.30,0.00,,7.94
1028,Robert,Sacre,Robert Sacre,"Sacre, Robert",R. Sacre,robert-sacre,1989-06-06T00:00:00,Gonzaga,Canada,Gonzaga/Canada,84.00,270.00,4,50,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,robert_sacre,2012,2015,Y,Y,Y,2012,2,60,0.70,3.10,0.00,,5.24
3566,Adam,Harrington,Adam Harrington,"Harrington, Adam",A. Harrington,adam-harrington,1980-07-05T00:00:00,Auburn,USA,Auburn/USA,77.00,200.00,1,21,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,adam_harrington,2002,2002,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.60,0.40,0.00,,2.64
3038,Jay,Williams,Jay Williams,"Williams, Jay",J. Williams,jay-williams,1981-09-10T00:00:00,Duke,USA,Duke/USA,74.00,195.00,0,22,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,jay_williams,2002,2002,Y,Y,Y,2002,1,2,4.70,2.60,0.00,,10.54
2524,Garrett,Temple,Garrett Temple,"Temple, Garrett",G. Temple,garrett-temple,1986-05-08T00:00:00,Louisiana State,USA,Louisiana State/USA,77.00,195.00,10,17,Guard-Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,garrett_temple,2009,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,2.00,3.10,,0.06,9.54
2613,Alex,English,Alex English,"English, Alex",A. English,alex-english,1954-01-05T00:00:00,South Carolina,USA,South Carolina/USA,80.00,190.00,14,2,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_alex_english,1976,1990,N,Y,Y,1976,2,23,3.60,5.50,8.00,,22.54
4199,Vernon,Maxwell,Vernon Maxwell,"Maxwell, Vernon",V. Maxwell,vernon-maxwell,1965-09-12T00:00:00,Florida,USA,Florida/USA,76.00,190.00,12,3,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,vernon_maxwell,1988,2000,N,Y,Y,1988,2,47,3.40,2.60,0.00,,13.84
1376,Ralph,Drollinger,Ralph Drollinger,"Drollinger, Ralph",R. Drollinger,ralph-drollinger,1954-04-20T00:00:00,UCLA,USA,UCLA/USA,86.00,250.00,0,52,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_ralph_drollinger,1980,1980,N,Y,Y,1978,5,105,2.30,3.20,0.00,,3.54
2830,Robert,Rose,Robert Rose,"Rose, Robert",R. Rose,robert-rose,1964-12-27T00:00:00,George Mason,USA,George Mason/USA,77.00,180.00,0,42,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,HISTADD_bob_rose,1988,1988,N,Y,Y,Undrafted,Undrafted,Undrafted,0.00,1.00,0.00,,1.04
431,Randy,Brown,Randy Brown,"Brown, Randy",R. Brown,randy-brown,1968-05-22T00:00:00,New Mexico State,USA,New Mexico State/USA,74.00,190.00,12,0,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,randy_brown,1991,2002,N,Y,Y,1991,2,31,2.20,1.80,0.00,,5.84
4390,Sam,Worthen,Sam Worthen,"Worthen, Sam",S. Worthen,sam-worthen,1958-01-17T00:00:00,Marquette,USA,Marquette/USA,77.00,195.00,1,31,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_sam_worthen,1980,1981,N,Y,Y,1980,2,26,1.70,1.70,0.00,,4.54
1596,Caldwell,Jones,Caldwell Jones,"Jones, Caldwell",C. Jones,caldwell-jones,1950-08-04T00:00:00,Albany State (GA),USA,Albany State (GA)/USA,83.00,217.00,13,27,Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_caldwell_jones,1976,1989,N,Y,Y,1973,2,32,1.30,7.20,0.00,,7.24
4466,Michael,Davis,Michael Davis,"Davis, Michael",M. Davis,michael-davis,1956-08-02T00:00:00,Maryland,USA,Maryland/USA,82.00,230.00,0,,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_michael_davis,1982,1982,N,Y,Y,Undrafted,Undrafted,Undrafted,0.00,1.30,0.00,,2.84
1353,George,Zidek,George Zidek,"Zidek, George",G. Zidek,george-zidek,1973-08-02T00:00:00,UCLA,USA,UCLA/USA,84.00,250.00,2,,Center,Inactive,N,0,,,,,george_zidek,1995,1997,N,Y,Y,1995,1,22,0.20,2.10,0.00,,4.44
1109,Dairis,Bertans,Dairis Bertans,"Bertans, Dairis",D. Bertans,dairis-bertans,1989-09-09T00:00:00,Olimpia Milano,Latvia,Olimpia Milano/Latvia,76.00,200.00,1,9,Guard,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,tmp_dairis_bertans,2018,2018,N,Y,Y,Undrafted,Undrafted,Undrafted,0.80,0.80,0.00,,3.84
4284,Walt,Miller,Walt Miller,"Miller, Walt",W. Miller,walt-miller,1915-07-30T00:00:00,Duquesne,USA,Duquesne/USA,74.00,190.00,0,,Forward,Inactive,N,1610610031,Ironmen,PIT,ironmen,Pittsburgh,HISTADD_walt_miller,1946,1946,N,Y,Y,Undrafted,Undrafted,Undrafted,0.50,,0.00,,2.94
3629,Donell,Taylor,Donell Taylor,"Taylor, Donell",D. Taylor,donell-taylor,1982-07-26T00:00:00,Alabama-Birmingham,USA,Alabama-Birmingham/USA,77.00,193.00,2,21,Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,donell_taylor,2005,2006,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.90,1.10,0.00,,3.74
2309,Joel,Ingram,Joel Ingram,"Ingram, Joel",J. Ingram,joel-ingram,1931-08-31T00:00:00,Jackson State,USA,Jackson State/USA,72.00,210.00,0,22,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_mccoy_ingram,1957,1957,N,Y,Y,Undrafted,Undrafted,Undrafted,0.80,4.80,0.00,,3.84
3235,Bob,Carrington,Bob Carrington,"Carrington, Bob",B. Carrington,bob-carrington,1953-07-03T00:00:00,Boston College,USA,Boston College/USA,78.00,195.00,1,30,Guard,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_bob_carrington,1977,1979,N,Y,Y,1976,2,28,1.50,2.30,0.00,,9.24
8,John,Rennicke,John Rennicke,"Rennicke, John",J. Rennicke,john-rennicke,1929-08-11T00:00:00,Drake,USA,Drake/USA,74.00,185.00,0, ,Guard,Inactive,N,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_john_rennicke,1951,1951,N,Y,Y,1951,6,51,0.20,1.50,0.00,,2.84
1312,Robert,Williams III,Robert Williams III,"Williams III, Robert",R. Williams III,robert-williams-iii,1997-10-17T00:00:00,Texas A&M,USA,Texas A&M/USA,80.00,237.00,2,44,Center-Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,robert_williams,2018,2020,Y,Y,Y,2018,1,27,1.30,6.40,,0.16,8.84
590,Ward,Williams,Ward Williams,"Williams, Ward",W. Williams,ward-williams,1923-06-26T00:00:00,Indiana,USA,Indiana/USA,76.00,195.00,0,25,Forward,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_ward_williams,1948,1948,N,Y,Y,1948,1,8,1.50,,0.00,,5.14
2783,Mike,Bloom,Mike Bloom,"Bloom, Mike",M. Bloom,mike-bloom,1915-01-14T00:00:00,Temple,USA,Temple/USA,78.00,190.00,1,11,Center,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_mike_bloom,1947,1948,N,Y,Y,Undrafted,Undrafted,Undrafted,0.80,,0.00,,7.84
3403,Ronnie,MacGilvray,Ronnie MacGilvray,"MacGilvray, Ronnie",R. MacGilvray,ronnie-macgilvray,1930-07-20T00:00:00,St. John's,USA,St. John's/USA,74.00,185.00,0,8,Guard,Inactive,N,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_ronnie_macgilvray,1954,1954,N,Y,Y,1952,None,None,1.80,1.50,0.00,,2.34
708,Sean,Kilpatrick,Sean Kilpatrick,"Kilpatrick, Sean",S. Kilpatrick,sean-kilpatrick,1990-01-06T00:00:00,Cincinnati,USA,Cincinnati/USA,76.00,212.00,3,0,Guard,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,sean_kilpatrick,2014,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,1.50,2.70,0.00,,11.34
2683,Daniel,Anderson,Daniel Anderson,"Anderson, Daniel",D. Anderson,daniel-anderson,1951-01-01T00:00:00,Southern California,USA,Southern California/USA,74.00,185.00,1,33,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_daniel_anderson,1974,1975,N,Y,Y,1974,6,92,1.70,1.00,0.00,,4.74
3036,Soumaila,Samake,Soumaila Samake,"Samake, Soumaila",S. Samake,soumaila-samake,1978-03-18T00:00:00,Union Olimpija,Mali,Union Olimpija/Mali,82.00,240.00,2,0,Center,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,soumaila_samake,2000,2002,N,Y,Y,2000,2,36,0.10,1.60,0.00,,2.44
1700,Randy,Smith,Randy Smith,"Smith, Randy",R. Smith,randy-smith,1948-12-12T00:00:00,Buffalo State,USA,Buffalo State/USA,75.00,180.00,11,7,Guard,Inactive,N,1610612746,Clippers,SDC,clippers,San Diego,HISTADD_randy_smith,1971,1982,N,Y,Y,1971,7,104,4.60,3.70,2.00,,17.74
286,Kevin,Grevey,Kevin Grevey,"Grevey, Kevin",K. Grevey,kevin-grevey,1953-05-12T00:00:00,Kentucky,USA,Kentucky/USA,77.00,210.00,9,35,Guard,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_kevin_grevey,1975,1984,N,Y,Y,1975,1,18,1.90,2.40,0.00,,12.04
1173,Josh,McRoberts,Josh McRoberts,"McRoberts, Josh",J. McRoberts,josh-mcroberts,1987-02-28T00:00:00,Duke,USA,Duke/USA,82.00,240.00,10,,Forward-Center,Inactive,N,0,,,,,josh_mcroberts,2007,2017,Y,Y,Y,2007,2,37,2.10,3.90,0.00,,6.44
207,Will,Blalock,Will Blalock,"Blalock, Will",W. Blalock,will-blalock,1983-09-08T00:00:00,Iowa State,USA,Iowa State/USA,72.00,205.00,1,8,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,will_blalock,2006,2006,Y,Y,Y,2006,2,60,1.20,1.10,0.00,,2.84
3267,Mahmoud,Abdul-Rauf,Mahmoud Abdul-Rauf,"Abdul-Rauf, Mahmoud",M. Abdul-Rauf,mahmoud-abdul-rauf,1969-03-09T00:00:00,Louisiana State,USA,Louisiana State/USA,73.00,162.00,8,1,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,mahmoud_abdul-rauf,1990,2000,N,Y,Y,1990,1,3,3.50,1.90,0.00,,15.64
1708,Johnny,Horan,Johnny Horan,"Horan, Johnny",J. Horan,johnny-horan,1932-11-24T00:00:00,Dayton,USA,Dayton/USA,80.00,190.00,0, ,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_johnny_horan,1955,1955,N,Y,Y,1955,1,6,0.10,0.50,0.00,,2.84
3347,Marv,Schatzman,Marv Schatzman,"Schatzman, Marv",M. Schatzman,marv-schatzman,1927-02-18T00:00:00,St. Louis,USA,St. Louis/USA,77.00,200.00,0,,Forward,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_marv_schatzman,1949,1949,N,Y,Y,1949,None,None,1.10,,0.00,,4.44
412,Hub,Reed,Hub Reed,"Reed, Hub",H. Reed,hub-reed,1936-10-04T00:00:00,Oklahoma City,USA,Oklahoma City/USA,81.00,215.00,6,20-23,Center,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_hub_reed,1958,1964,N,Y,Y,1958,2,14,0.80,5.10,0.00,,6.54
669,Larry,Johnson,Larry Johnson,"Johnson, Larry",L. Johnson,larry-johnson,1969-03-14T00:00:00,UNLV,USA,UNLV/USA,79.00,235.00,9,2,Forward,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,larry_johnson,1991,2000,N,Y,Y,1991,1,1,3.30,7.50,2.00,,17.24
3615,Jabari,Parker,Jabari Parker,"Parker, Jabari",J. Parker,jabari-parker,1995-03-15T00:00:00,Duke,USA,Duke/USA,80.00,245.00,6,33,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,jabari_parker,2014,2020,N,Y,Y,2014,1,2,0.30,2.00,,0.04,3.74
1538,Todd,Lichti,Todd Lichti,"Lichti, Todd",T. Lichti,todd-lichti,1967-01-08T00:00:00,Stanford,USA,Stanford/USA,76.00,205.00,4,30,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_todd_lichti,1989,1993,N,Y,Y,1989,1,15,1.40,2.10,0.00,,8.94
4345,Jim,Ray,Jim Ray,"Ray, Jim",J. Ray,jim-ray,1934-01-12T00:00:00,Toledo,USA,Toledo/USA,72.00,180.00,1,3,Guard,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_jim_ray,1956,1959,N,Y,Y,1956,None,None,0.60,0.60,0.00,,2.14
2647,Charlie,Black,Charlie Black,"Black, Charlie",C. Black,charlie-black,1921-06-15T00:00:00,Kansas,USA,Kansas/USA,76.00,200.00,2,21,Forward,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_hawk_black,1948,1951,N,Y,Y,Undrafted,Undrafted,Undrafted,2.30,2.40,0.00,,10.24
1106,Lenny,Wilkens,Lenny Wilkens,"Wilkens, Lenny",L. Wilkens,lenny-wilkens,1937-10-28T00:00:00,Providence,USA,Providence/USA,73.00,180.00,14,19,Guard,Inactive,N,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_lenny_wilkens,1960,1974,N,Y,Y,1960,1,6,6.70,4.70,9.00,,17.54
1631,Dick,Schulz,Dick Schulz,"Schulz, Dick",D. Schulz,dick-schulz,1917-01-03T00:00:00,Wisconsin,USA,Wisconsin/USA,74.00,192.00,3,,Forward,Inactive,N,1610610036,Capitols,WAS,capitols,Washington,HISTADD_dick_schulz,1946,1949,N,Y,Y,Undrafted,Undrafted,Undrafted,1.00,,0.00,,6.64
1753,Johnny,Moore,Johnny Moore,"Moore, Johnny",J. Moore,johnny-moore,1958-03-03T00:00:00,Texas,USA,Texas/USA,73.00,175.00,8,00,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_johnny_moore,1980,1989,N,Y,Y,1979,2,43,7.40,3.00,0.00,,10.44
605,Anthony,Brown,Anthony Brown,"Brown, Anthony",A. Brown,anthony-brown,1992-10-10T00:00:00,Stanford,USA,Stanford/USA,79.00,224.00,3,3,Forward-Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,anthony_brown,2015,2017,Y,Y,Y,2015,2,34,0.70,2.50,0.00,,4.94
1618,Jim,Brasco,Jim Brasco,"Brasco, Jim",J. Brasco,jim-brasco,1931-02-03T00:00:00,New York University,USA,New York University/USA,73.00,170.00,0,15,Guard,Inactive,N,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_jim_brasco,1952,1952,N,Y,Y,1952,None,None,1.10,1.30,0.00,,4.74
1824,Bobby,Wanzer,Bobby Wanzer,"Wanzer, Bobby",B. Wanzer,bobby-wanzer,1921-06-04T00:00:00,Seton Hall,USA,Seton Hall/USA,72.00,170.00,8,9,Guard,Inactive,N,1610612758,Royals,ROC,kings,Rochester,HISTADD_bobby_wanzer,1948,1956,N,Y,Y,1948,1,10,3.20,4.50,5.00,,13.24
1086,Arnett,Moultrie,Arnett Moultrie,"Moultrie, Arnett",A. Moultrie,arnett-moultrie,1990-11-18T00:00:00,Mississippi State,USA,Mississippi State/USA,82.00,240.00,1,5,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,arnett_moultrie,2012,2013,Y,Y,Y,2012,1,27,0.20,3.10,0.00,,4.64
1459,George,Senesky,George Senesky,"Senesky, George",G. Senesky,george-senesky,1922-04-04T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,74.00,179.00,7,8,Guard,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_george_senesky,1946,1953,N,Y,Y,Undrafted,Undrafted,Undrafted,3.20,3.50,0.00,,8.24
2809,Paul,Noel,Paul Noel,"Noel, Paul",P. Noel,paul-noel,1924-08-04T00:00:00,Kentucky,USA,Kentucky/USA,76.00,185.00,4,15,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_paul_noel,1947,1951,N,Y,Y,Undrafted,Undrafted,Undrafted,0.70,1.40,0.00,,4.34
3028,Kemba,Walker,Kemba Walker,"Walker, Kemba",K. Walker,kemba-walker,1990-05-08T00:00:00,Connecticut,USA,Connecticut/USA,72.00,184.00,9,8,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,kemba_walker,2011,2020,N,Y,Y,2011,1,9,4.60,3.60,,0.11,18.74
3786,Jim,Owens,Jim Owens,"Owens, Jim",J. Owens,jim-owens,1950-05-01T00:00:00,Arizona State,USA,Arizona State/USA,77.00,200.00,1,45,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_jim_owens,1973,1974,N,Y,Y,1973,8,128,1.10,0.90,0.00,,4.14
2634,Terry,Cummings,Terry Cummings,"Cummings, Terry",T. Cummings,terry-cummings,1961-03-15T00:00:00,DePaul,USA,DePaul/USA,81.00,220.00,17,,Forward,Inactive,N,0,,,,,terry_cummings,1982,1999,N,Y,Y,1982,1,2,1.90,7.30,2.00,,17.44
2689,Tim,James,Tim James,"James, Tim",T. James,tim-james,1976-12-25T00:00:00,Miami,USA,Miami/USA,79.00,214.00,3,25,Forward,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,tim_james,1999,2002,N,Y,Y,1999,1,25,0.30,1.10,0.00,,2.64
7,Paul,Nolen,Paul Nolen,"Nolen, Paul",P. Nolen,paul-nolen,1929-09-03T00:00:00,Texas Tech,USA,Texas Tech/USA,82.00,,0,,Center,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_paul_nolen,1953,1953,N,Y,Y,1953,None,None,0.00,1.00,0.00,,1.04
